0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 0.085 0.142089 3.37474 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 13500 200000 0     0 3 0.085 0.142089 3.37484 0 1 1 0.01 0.111899 2.31746 0.0001
0 2 0 0 200000 0     0 3 25.5 6.98263 4.56524 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 6.75026 203325 0     0 5 25.0829 20.041 4.44011 7.45402 1 1 0.01 0.111899 3.39028 0.0001
0 2 0 6.76046 203790 0     0 7 25.0256 892.607 3.61837 7.6031 1 1 0.01 0.111899 3.39007 0.0001
0 2 0 7.49931 324633 0     0 8 15.7062 1556.92 3.52247 9.65833 1 1 0.01 0.111899 3.37543 0.0001
0 8 0 7.51454 0 1     0 19 8.18104 3.47694e-05 5.49058 8.18104 1 1 0.01 0.111899 3.37515 0.0001
0 8 0 13500 0 1     0 19 8.18104 3.47694e-05 5.49058 8.18104 1 1 0.01 0.111899 2.31746 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.5 1.43716 3.84877 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 2729.25 200000 0     0 5 1.5 2.67517 3.80323 0.159821 1 1 0.01 0.111899 2.5431 0.0001
0 2 0 2804.16 200034 0     0 6 1.49974 3.43252 3.70437 0.176062 1 1 0.01 0.111899 2.53928 0.0001
0 2 0 2962.59 209125 0     0 7 1.43411 12.4527 3.66678 0.475023 1 1 0.01 0.111899 2.53152 0.0001
0 2 0 3094.18 213838 0     0 8 1.40228 24.6726 3.63251 0.518039 1 1 0.01 0.111899 2.52539 0.0001
0 2 0 3099.35 518838 0     0 12 0.57207 0.0188155 5.02443 0.57207 1 1 0.01 0.111899 2.52515 0.0001
0 2 0 0 200000 0     0 3 1.4 1.37233 3.82523 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 3371.53 200000 0     0 5 1.4 2.37381 3.79727 0.150359 1 1 0.01 0.111899 2.51327 0.0001
0 2 0 3502.81 200048 0     0 6 1.39966 3.10401 3.70282 0.169853 1 1 0.01 0.111899 2.50788 0.0001
0 2 0 3731.05 213243 0     0 7 1.31243 12.4704 3.6648 0.475597 1 1 0.01 0.111899 2.49897 0.0001
0 2 0 3862.56 218987 0     0 8 1.27775 24.8471 3.6285 0.516062 1 1 0.01 0.111899 2.49408 0.0001
0 2 0 3867.6 495915 0     0 12 0.558646 0.019688 5.01459 0.558646 1 1 0.01 0.111899 2.4939 0.0001
0 2 0 0 200000 0     0 3 1.2 1.14042 3.78827 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 5615.54 200000 0     0 5 1.2 2.00438 3.76623 0.130534 1 1 0.01 0.111899 2.44126 0.0001
0 2 0 5911.26 200074 0     0 6 1.19955 2.58411 3.69777 0.158551 1 1 0.01 0.111899 2.43402 0.0001
0 2 0 6377.62 230591 0     0 7 1.03948 12.3867 3.66188 0.476164 1 1 0.01 0.111899 2.4233 0.0001
0 2 0 6509.12 240484 0     0 8 0.996302 25.2084 3.61978 0.513509 1 1 0.01 0.111899 2.42042 0.0001
0 2 0 6513.84 446116 0     0 12 0.532459 0.0213901 4.99658 0.532459 1 1 0.01 0.111899 2.42032 0.0001
0 2 0 0 200000 0     0 3 1 0.888249 3.74783 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 11003.1 200000 0     0 5 1 1.62398 3.73745 0.111192 1 1 0.01 0.111899 2.34632 0.0001
0 2 0 11582.7 200104 0     0 6 0.999477 2.20071 3.68995 0.148492 1 1 0.01 0.111899 2.33908 0.0001
0 2 0 12326.2 265989 0     0 7 0.749429 11.2676 3.67608 0.476723 1 1 0.01 0.111899 2.33029 0.0001
0 2 0 12457.7 286641 0     0 8 0.694714 25.4459 3.61113 0.512226 1 1 0.01 0.111899 2.3288 0.0001
0 2 0 12462.2 384717 0     0 12 0.515061 0.022521 4.9854 0.515061 1 1 0.01 0.111899 2.32875 0.0001
0 2 0 0 200000 0     0 3 1 0.888249 3.74783 0 1 1 0.01 0.111899 3.65981 0.0001
0 2 0 11003.1 200000 0     0 5 1 1.62398 3.73745 0.111192 1 1 0.01 0.111899 2.34632 0.0001
0 2 0 11582.7 200104 0     0 6 0.999477 2.20071 3.68995 0.148492 1 1 0.01 0.111899 2.33908 0.0001
0 2 0 12326.2 265989 0     0 7 0.749429 11.2676 3.67608 0.476723 1 1 0.01 0.111899 2.33029 0.0001
0 2 0 12457.7 286641 0     0 8 0.694714 25.4459 3.61113 0.512226 1 1 0.01 0.111899 2.3288 0.0001
